Date,SPY US Equity  (R1),QQQ US Equity  (R1),TLT US Equity  (R1),IEML LN Equity  (L3),EMBE LN Equity  (R1),EUNH GY Equity  (R3),EMLC US Equity  (L2),IS0M GY Equity  (L4),EWJ US Equity  (R4),ARKK US Equity  (R1),IMEU NA Equity  (L1),IAU US Equity  (R1),COPA LN Equity  (R2),USO US Equity  (R1)
2018-02-21,270.05,164.82,116.74,67.78,98.895,121.345,38.98,156.99,60.49,41.07,23.68,12.71,30.31,98.32
2018-02-20,271.4,165.29,118.19,67.635,98.91,121.3,39.1,156.87,61.1,41.02,23.63,12.77,30.21,99.12
2018-02-19,,,,68.075,99.375,121.34,,156.975,,,23.48,,30.315,
2018-02-16,273.11,164.96,118.71,68.33,99.36,121.695,39.44,157.53,61.6,41.06,23.69,12.95,30.83,99.04
2018-02-15,273.03,165.7,118.07,67.955,98.77,121.28,39.4,156.87,60.67,41.09,23.415,12.99,30.59,98.64
2018-02-14,269.59,162.68,117.67,67.24,98.15,121.305,39.12,156.885,60.38,40.28,23.29,12.98,30.465,97.44
2018-02-13,266,159.69,118.99,66.88,98.585,121.33,38.76,156.7,59.48,39.2715,23.085,12.76,29.77,94.96
2018-02-12,265.34,158.87,118.46,66.85,98.82,121.535,38.62,157.19,60.22,38.82,23.225,12.68,29.07,95.12
2018-02-09,261.5,156.1,117.94,66.51,98.595,121.525,38.5,157.165,59.07,38.37,22.94,12.63,28.75,94.88
2018-02-08,257.63,153.45,118.69,66.67,99.55,121.595,38.42,157.605,58.48,38.1,23.23,12.65,29.14,96.72
2018-02-07,267.67,160.21,118.82,67.38,100.53,121.75,38.74,157.935,60.27,39.84,23.68,12.62,29.35,98.96
2018-02-06,269.13,162.31,119.96,67.3,100.28,121.795,39.02,157.505,60.81,39.29,23.005,12.69,30.15,101.6
2018-02-05,263.93,158.12,120.71,67.61,100.48,121.48,38.74,157.18,59.37,38.39,23.8,12.85,30.56,102.16
2018-02-02,275.45,164.61,119.58,67.84,101.05,121.41,39,157.14,62.32,39.8,24.16,12.8,30.01,104.32
2018-02-01,281.58,167.96,120.7,68.43,101.66,121.77,39.48,157.78,63.25,40.75,24.53,12.97,30.33,105.92
2018-01-31,281.9,169.4,122.73,67.99,101.51,121.665,39.38,157.255,62.94,41.24,24.645,12.92,30.37,103.84
2018-01-30,281.76,168.7,122.01,67.56,101.47,121.61,39.16,157.09,63.3,41.6,24.685,12.83,30.08,103.2
2018-01-29,284.68,170.1,122.73,67.74,101.645,121.56,39.34,157.145,64.12,42.33,24.905,12.88,30.23,104.88
2018-01-26,286.58,170.93,123.59,68.29,101.965,121.91,39.62,157.305,64.67,42.05,24.98,12.97,30.24,105.92
2018-01-25,283.3,168.35,124.05,68.63,101.99,122.03,39.62,157.64,64.2,41.29,24.83,12.94,30.49,104.48
2018-01-24,283.18,168.41,123.04,68.06,101.72,122.255,39.64,158.015,64.51,41.32,24.99,13.05,30.605,105.76
2018-01-23,283.29,169.51,123.71,67.38,101.96,122.385,39.12,158.155,64.49,41.57,25.09,12.88,29.595,103.76
2018-01-22,282.69,168.12,123.18,67.32,101.815,122.3,39.12,157.85,64.1,41.05,25.07,12.81,30.225,102.24
2018-01-19,280.41,166.34,123.06,67.15,101.91,122.155,39.08,157.4,63.83,39.94,25,12.78,30.17,101.76
2018-01-18,279.14,165.82,123.71,67.22,102.1,122.045,39.14,157.26,63.43,39.87,24.845,12.75,30.245,102.08
2018-01-17,279.61,165.79,124.87,67.1,102.325,122.07,38.98,157.14,63.97,39.73,24.81,12.77,30.09,102.24
2018-01-16,276.97,164.02,125.04,67.03,102.32,122.065,39,157.255,63.46,38.82,24.81,12.86,30.28,102.08
2018-01-15,,,,67.16,102.25,121.825,,156.945,,,24.81,,30.9,
2018-01-12,277.92,164.49,124.52,66.78,102.16,122.05,38.92,157.3,63.46,39.71,24.875,12.86,30.48,102.96
2018-01-11,276.12,163.29,124.31,66.34,102.1,121.715,38.66,156.49,63.26,39.51,24.805,12.69,30.59,101.6
2018-01-10,274.12,162.18,123.8,67.57,102.175,122.355,38.42,156.73,62.84,39.41,24.85,12.66,30.67,101.44
2018-01-09,274.54,162.56,123.95,67.72,102.575,122.49,38.44,156.575,62.44,39.31,24.96,12.63,30.46,100.56
2018-01-08,273.92,162.55,125.63,67.84,102.8,122.785,38.54,157.075,62.4,39.23,24.87,12.69,30.54,99.04
2018-01-05,273.42,161.92,125.71,68.09,103.02,122.615,38.68,156.865,62.04,39.5,24.77,12.69,30.53,98.48
2018-01-04,271.61,160.31,126.07,68.08,102.835,122.605,38.72,156.63,61.87,38.87,24.55,12.71,30.86,98.96
2018-01-03,270.47,160.03,126.09,67.69,102.6,122.44,38.5,156.12,61.12,38.74,24.37,12.64,30.68,98.72
2018-01-02,268.77,158.49,125.49,67.34,102.45,122.145,38.36,155.745,60.29,38.58,24.25,12.67,30.99,96.56
2017-12-29,266.86,155.76,126.86,66.8,102.59,122.53,37.96,156.56,59.93,37.08,24.195,12.51,31.03,96.08
2017-12-28,267.87,156.73,126.66,66.71,102.57,122.82,37.88,157.07,59.82,37.44,24.275,12.44,31.32,95.76
2017-12-27,267.32,156.54,126.77,66.47,102.37,123.22,37.84,157.72,59.96,37.55,24.37,12.38,31.05,95.36
2017-12-26,267.19,156.52,125.14,,,,37.86,,60.04,38.26,,12.32,,95.6
2017-12-22,267.51,157.37,124.77,66.05,102.145,123.09,37.8,157.74,60.01,37.75,24.345,12.25,30.365,93.28
2017-12-21,267.58,157.55,124.6,66.19,102.14,123.12,37.76,157.68,59.73,37.75,24.38,12.18,30.41,93.12
2017-12-20,267.03,157.53,124.14,66.23,102.035,123.08,37.88,157.56,59.69,38.33,24.22,12.15,30.245,92.88
2017-12-19,267.17,157.7,125.53,66.12,102.37,123.26,37.8,157.71,59.61,39.09,24.36,12.12,29.795,92.08
2017-12-18,268.2,158.64,127.18,66.18,102.45,123.95,37.74,158.59,60.62,39.94,24.485,12.11,29.6,91.52
2017-12-15,266.51,157.65,128.35,65.43,102.305,123.91,37.52,158.53,59.9,38.45,24.23,12.06,29.575,91.68
2017-12-14,265.66,155.88,127.87,65.34,102.13,123.84,37.38,158.71,59.87,37.57,24.235,12.04,29.07,91.44
2017-12-13,266.75,155.99,127.33,65.32,102.28,123.78,37.42,159.905,60.15,37.6,24.34,12.06,28.755,90.64
2017-12-12,266.78,155.69,126.38,65.09,102.09,123.985,37.22,160.565,59.91,37.54,24.435,11.96,28.48,91.52
2017-12-11,266.31,155.9,126.43,65.46,102.34,124.255,37.36,161.115,59.8,36.99,24.24,11.94,28.475,92.8
2017-12-08,265.51,154.7,126.69,65.34,102.165,124.26,37.4,161.225,59.6,36.74,24.285,11.99,28.1,91.92
2017-12-07,264.07,154.02,126.68,65.31,102.31,124.26,37.32,160.9,59.32,37.06,24.11,11.99,28.06,90.64
2017-12-06,263.24,153.5,127.68,65.58,102.325,124.16,37.5,160.545,58.94,36.52,24.11,12.15,28.05,89.6
2017-12-05,263.19,152.81,127.24,65.8,102.22,124.045,37.52,160.62,59.16,36.35,24.13,12.17,28.07,92.32
2017-12-04,264.14,152.71,126.61,65.73,102.125,123.93,37.58,160.615,59.01,36.74,24.125,12.27,29.25,91.92
2017-12-01,264.46,154.49,126.55,65.73,102.07,124.18,37.5,160.74,59.64,37.4,23.85,12.3,29.465,93.36
2017-11-30,265.01,155.15,125.12,65.38,101.96,123.63,37.56,160.3,59.91,37.2,24.06,12.25,29.06,91.76
2017-11-29,262.71,153.86,125.54,65.58,101.92,123.35,37.5,159.78,59.85,36.98,24.155,12.35,29.055,91.76
2017-11-28,262.87,156.59,126.79,65.73,102.22,123.64,37.72,159.89,59.97,37.67,24.115,12.43,29.275,92.64
2017-11-27,260.23,156.19,126.62,65.72,102.17,123.6,37.7,159.8,59.79,37.26,23.995,12.44,29.84,92.72
2017-11-24,260.36,156.26,126.8,65.55,102.085,123.42,37.62,159.52,60.05,36.94,24.075,12.38,30.13,94.32
2017-11-23,,,,65.39,102.04,123.63,,159.93,,,24.105,,30,
2017-11-22,259.76,155.69,127.15,65.04,101.81,123.7,37.52,160.03,59.56,36.76,24.11,12.42,29.88,92.8
2017-11-21,259.99,155.5,126.74,64.635,101.775,123.64,37.22,159.91,59.52,36.44,24.16,12.3,29.7,91.2
2017-11-20,258.3,153.83,126.34,64.49,101.625,123.31,37.06,159.52,58.98,35.84,24.04,12.28,29.36,90.24
2017-11-17,257.86,153.95,126.39,64.74,101.54,123.21,37.22,159.3,58.69,35.48,23.905,12.43,29.135,90.8
2017-11-16,258.62,154.54,125.46,64.48,101.485,123.13,37.04,159.15,58.98,35.3,23.96,12.29,29.12,88.56
2017-11-15,256.44,152.59,126.56,64.11,101.15,123.16,36.74,159.41,58.08,34.6,23.895,12.28,29.135,88.72
2017-11-14,257.73,153.31,125.2,64.09,101.125,123.04,36.78,159.34,58.51,34.51,24.005,12.31,29.135,89.04
2017-11-13,258.33,153.87,124.36,64.07,101.245,122.89,36.8,159.22,58.82,34.85,24.175,12.28,29.7,91.04
2017-11-10,258.09,153.68,124.1,64.37,101.13,122.85,36.9,159.2,59.08,34.7,24.325,12.26,29.26,91.36
2017-11-09,258.17,153.69,126,64.42,101.125,123.06,36.96,159.39,59.52,34.66,24.37,12.35,29.355,91.68
2017-11-08,259.11,154.5,126.36,64.44,101.37,123.64,36.94,160.21,60.02,34.93,24.69,12.31,29.53,91.28
2017-11-07,258.67,153.88,126.64,64.17,101.515,123.8,36.82,160.53,59.65,34.89,24.705,12.26,29.39,91.92
2017-11-06,258.85,153.79,126.11,64.36,101.98,123.49,37.06,159.79,59.18,35.24,24.795,12.31,30.045,92.08
2017-11-03,258.45,153.27,125.64,64.2,102.26,123.29,36.76,159.69,59.19,35.3,24.79,12.21,29.68,89.44
2017-11-02,257.59,151.81,125.3,64.8,102.59,123.23,37.14,159.58,59.05,34.83,24.725,12.27,29.89,87.92
2017-11-01,257.49,152.1,124.75,64.52,102.47,123.23,37,159.61,58.98,34.96,24.79,12.25,29.89,87.2
2017-10-31,257.15,152.15,124.46,64.53,102.39,,37.16,,58.65,35.51,24.73,12.21,29.51,87.44
2017-10-30,256.75,151.58,124.42,64.57,102.3,123.1,37.12,159.11,58.4,35.04,24.63,12.26,29.58,86.96
2017-10-27,257.71,151.24,123.24,64.33,102.1,122.72,37.26,158.3,58.42,34.85,24.6,12.23,29.43,86.72
2017-10-26,255.62,146.96,122.43,64.61,101.695,122.52,37,158.15,57.98,34.21,24.455,12.18,30.2,84.56
2017-10-25,255.29,147.43,122.84,64.9,101.75,122.07,37.46,157.55,57.67,33.73,24.2,12.29,30.265,83.84
2017-10-24,256.56,147.99,123.43,65.25,102.13,122.06,37.54,157.33,58.14,34.36,24.345,12.27,30.39,84.32
2017-10-23,256.11,147.74,124.2,65.51,102.395,122.36,37.72,157.78,57.66,34.52,24.415,12.33,30.21,83.36
2017-10-20,257.11,148.71,123.98,65.84,102.415,122.15,37.92,157.34,57.52,34.84,24.385,12.3,30.05,83.44
2017-10-19,255.79,148.31,125.31,66.22,102.66,122.51,38.1,157.6,57.39,34.36,24.31,12.39,30.12,82.8
2017-10-18,255.72,148.86,125.09,65.99,102.51,122.5,38.08,157.43,57.52,34.69,24.465,12.31,30.3,83.84
2017-10-17,255.47,149.04,125.92,65.91,102.48,122.79,38.1,157.8,57.58,34.73,24.42,12.36,30.43,83.92
2017-10-16,255.29,148.85,125.76,66.24,102.56,122.64,38.14,157.43,57.64,34.6896,24.43,12.45,30.82,83.68
2017-10-13,254.95,148.34,125.85,66.38,102.58,122.39,38.26,157.07,57.38,34.785,24.47,12.54,29.745,82.96
2017-10-12,254.64,147.77,124.95,66.18,102.4,122.07,38.04,156.71,56.68,34.92,24.365,12.43,29.76,81.84
2017-10-11,255.02,148.04,124.42,65.95,102.41,121.89,37.98,156.35,56.75,34.81,24.365,12.43,29.41,82.88
2017-10-10,254.62,147.6,124.18,65.85,102.44,121.91,37.88,156.12,56.46,34.79,24.38,12.39,29.21,82.24
2017-10-09,253.95,147.49,123.98,65.37,102.24,121.96,37.74,156.28,56.06,34.9466,24.365,12.35,28.79,80
2017-10-06,254.37,147.66,123.59,65.75,102.44,121.79,37.96,156.07,55.99,35.02,24.325,12.24,28.75,79.76
2017-10-05,254.66,147.46,123.94,66.37,102.69,121.82,38.04,156.12,56.02,35.12,24.43,12.19,28.99,82
2017-10-04,253.16,146.03,124.41,66.42,102.525,121.65,38.18,155.68,56.05,34.66,24.375,12.25,28.215,80.64
2017-10-03,252.86,145.89,124.4,66.22,102.47,,38.1,,56.04,34.8,24.405,12.22,28.21,81.44
2017-10-02,252.32,145.58,124.28,66.11,102.52,121.86,38.12,156,55.71,34.47,24.38,12.21,28.01,81.68
2017-09-29,251.23,145.45,124.76,66.49,102.41,121.94,38.4,156.33,55.71,34.2878,24.245,12.31,28.18,83.44
2017-09-28,250.35,144.41,124.48,66.04,102.065,121.74,38.22,156.17,55.7,34.12,24.155,12.36,28.19,83.44
2017-09-27,250.05,144.46,124.85,66.18,102.05,121.77,38.2,155.85,55.66,33.83,24.1,12.33,27.86,84.16
2017-09-26,249.08,143.17,126.76,66.65,102.54,122.15,38.62,156.12,55.55,33.25,23.965,12.46,27.76,83.92
2017-09-25,248.93,142.8,126.99,67.12,102.49,122.16,38.82,156.22,55.55,33.38,23.97,12.6,27.88,84.4
2017-09-22,249.44,144.32,126.2,67.61,102.7,121.96,39.04,156.24,55.43,33.9,23.915,12.47,27.92,81.92
2017-09-21,249.39,144.46,125.84,67.05,102.47,121.92,38.86,156.2,55.37,33.97,23.865,12.41,28.07,82
2017-09-20,250.06,145.35,125.91,67.65,102.76,122.1,38.86,156.54,55.59,34.3,23.815,12.5,28.23,81.92
2017-09-19,249.97,145.8,125.82,67.31,102.81,122.06,38.94,156.64,55.57,34.21,23.835,12.6,28.3,80.88
2017-09-18,249.72,145.55,126.13,67.32,103.03,121.94,38.92,156.46,55.25,34.36,23.81,12.57,28.27,81.36
2017-09-15,249.19,146.06,126.86,67.55,103.14,122.02,39.08,156.38,55.24,33.95,23.735,12.7,27.995,81.6
2017-09-14,250.09,145.56,126.81,67.25,103.04,122.11,39.02,156.5,55.16,33.55,23.8,12.76,28.13,81.04
2017-09-13,250.17,146.42,126.29,67.37,103.49,122.22,38.9,156.65,55.15,33.72,23.795,12.71,28.36,80.56
2017-09-12,250.05,146.22,126.79,67.57,103.465,122.2,39.04,156.83,55.26,33.8698,23.785,12.8,28.89,78.96
2017-09-11,249.21,145.87,127.46,67.92,103.78,122.69,39.16,157.29,55.22,33.72,23.635,12.76,29.2,78.56
2017-09-08,246.58,144.21,129,67.88,103.77,122.8,39.24,157.31,54.97,33.27,23.41,12.95,29.035,77.84
2017-09-07,246.87,145.47,129.28,67.77,103.81,123.09,39.24,157.81,54.8,33.75,23.37,12.96,29.84,80.24
2017-09-06,246.9,145.13,127.97,67.51,103.555,122.6,38.94,156.79,54.48,33.64,23.29,12.83,29.835,80.32
2017-09-05,246.06,144.69,128.76,67.4,103.58,122.76,38.86,157.11,54.25,33.43,23.305,12.89,29.9,79.36
2017-09-04,,,,67.09,102.99,122.44,,156.67,,,23.325,,29.995,
2017-09-01,247.84,146,126.75,67.12,103.245,122.32,38.72,156.36,54.49,33.64,23.46,12.75,29.63,77.36
2017-08-31,247.49,146.2,127.99,66.87,103.26,122.56,38.82,156.66,54.71,34.1415,23.31,12.72,29.48,77.04
2017-08-30,246.01,144.65,127.61,66.7,102.875,122.41,38.7,156.21,54.28,33.42,23.12,12.58,29.42,75.04
2017-08-29,244.85,142.97,127.65,66.82,102.64,122.57,38.74,156.4,54.31,32.8,22.96,12.58,29.53,75.68
2017-08-28,244.57,142.41,127.24,,,122.31,38.76,156.22,54.42,32.31,23.175,12.6,,76.24
2017-08-25,244.56,141.97,127.32,66.62,102.69,122.22,38.72,156.04,54.36,31.6574,23.325,12.42,29.05,78
2017-08-24,243.99,142.27,126.83,66.26,102.48,122.29,38.46,155.98,54.18,31.74,23.35,12.36,29.16,77.68
2017-08-23,244.56,142.69,127.3,66.18,102.145,122.31,38.42,155.89,54.46,31.49,23.315,12.4,28.535,79.04
2017-08-22,245.44,143.2,126.44,66.07,102.365,122.25,38.36,156.12,54.44,31.32,23.435,12.36,28.6,78.16
2017-08-21,242.9,141.05,126.93,66.19,102.135,122.41,38.28,156.8,54.33,30.75,23.235,12.41,28.6,77.68
2017-08-18,242.71,141.23,126.62,65.91,102.105,122.38,38.38,156.84,54.45,30.75,23.32,12.37,28.19,79.76
2017-08-17,243.09,141.33,126.65,65.99,102.12,122.26,38.18,156.79,54.21,30.97,23.505,12.39,28.16,76.96
2017-08-16,246.94,144.28,125.71,65.85,102.06,122.18,38.38,156.62,54.58,31.53,23.62,12.33,28.505,76.56
2017-08-15,246.51,144.03,125.25,65.52,101.835,122.16,38.18,156.52,54.4,31.28,23.47,12.23,27.69,78
2017-08-14,246.54,143.93,125.78,65.74,101.98,122.43,38.12,156.87,54.47,31.75,23.44,12.32,27.795,77.76
2017-08-11,244.12,142.1,126.43,65.54,101.515,122.53,38.02,156.67,54.07,30.75,23.195,12.41,27.915,79.92
2017-08-10,243.76,141.03,126.37,65.62,101.605,122.38,37.86,156.74,54.15,30.09,23.46,12.36,27.93,79.28
2017-08-09,247.25,144.12,125.3,65.46,102.08,122.35,37.96,156.86,54.72,30.64,23.92,12.26,27.99,81.2
2017-08-08,247.26,144.31,124.62,65.78,102.5,122.08,38.08,156.87,55.06,30.92,24.08,12.12,28.09,80.48
2017-08-07,247.87,144.56,125.07,65.85,102.405,122.19,38.24,157.04,55.12,30.97,24.055,12.1,27.865,80.8
2017-08-04,247.41,143.65,124.93,65.7,102.285,122.01,38.18,156.79,55.14,30.4,24.085,12.11,27.655,81.04
2017-08-03,246.96,143.39,126,66.03,102.455,122.24,38.28,156.96,55.19,30.0349,23.86,12.2,27.615,80.16
2017-08-02,247.44,143.95,124.71,65.99,102.13,122.07,38.22,156.81,55.05,29.8116,23.835,12.17,27.66,81.12
2017-08-01,247.32,143.56,124.64,65.86,102.09,122.07,38.2,156.79,55.08,29.7,23.92,12.21,27.51,80.72
2017-07-31,246.77,143.23,124.04,65.63,101.885,121.55,38.46,156.14,54.76,29.6222,23.765,12.22,27.71,82.24
2017-07-28,246.91,143.84,123.89,65.82,101.8,121.4,38.36,155.77,54.58,29.97,23.82,12.21,27.59,81.36
2017-07-27,247.2,143.96,123.16,65.68,102.08,121.52,38.3,156.04,54.42,29.83,24.05,12.11,27.58,80.48
2017-07-26,247.43,144.87,123.77,65.465,101.75,121.34,38.4,155.77,54.24,30.29,24.1,12.12,27.575,79.68
2017-07-25,247.42,144.4,123.57,65.47,101.47,121.33,38.08,155.7,54.06,30.3,23.975,12.03,27.095,78.48
2017-07-24,246.82,144.77,125.2,65.64,101.81,121.72,38.2,156.29,54.25,30.38,23.855,12.08,26.2,76
2017-07-21,246.88,144.11,125.69,65.92,101.98,121.73,38.34,156.12,54.36,29.95,23.88,12.06,26.13,74.72
2017-07-20,247.1,144.17,125.16,66,101.88,121.56,38.4,155.8,54.26,29.73,24.17,11.95,25.945,76.88
2017-07-19,246.99,143.98,124.8,65.76,101.69,121.33,38.32,155.14,54.06,29.47,24.26,11.93,26.05,77.52
2017-07-18,245.66,143.14,124.75,65.86,101.64,121.21,38.34,155.12,53.84,29.43,24.085,11.95,26.16,76.32
2017-07-17,245.53,142.19,123.67,65.44,101.35,120.97,38.16,154.74,53.56,29.11,24.32,11.86,26.16,75.6
2017-07-14,245.56,142.12,123.33,65.37,101.43,120.74,38.06,154.28,53.63,29.315,24.31,11.81,25.82,76.72
2017-07-13,244.42,141.01,123.18,64.56,101.12,120.58,37.68,154.11,53.5,29.26,24.3,11.71,25.62,75.76
2017-07-12,244.01,140.7,123.96,65.99,101.385,120.8,37.64,154.5,53.57,29.39,24.235,11.73,25.76,74.64
2017-07-11,242.19,139.05,123.11,65.3,100.73,120.83,37.3,153.85,53.2,28.9,23.865,11.69,25.58,74.16
2017-07-10,242.37,138.66,122.9,65.45,100.94,121,37.2,154.2,52.84,28.54,24.01,11.67,25.365,73.04
2017-07-07,242.11,137.76,122.72,65.23,100.315,120.73,37.18,153.73,52.98,28.58,23.915,11.65,25.41,72.8
2017-07-06,240.55,136.29,123.46,65.105,100.385,120.82,37.2,154.14,53.01,28.4,23.945,11.77,25.52,74.48
2017-07-05,242.77,137.53,124.49,65.29,100.99,121.67,37.28,155.36,53.4,28.99,24.09,11.79,25.4,74
2017-07-04,,,,65.815,101.17,121.69,,155.58,,,24.03,,25.715,
2017-07-03,242.21,136.19,124.46,65.74,101.21,121.69,37.32,155.3,53.39,28.8,24.14,11.73,25.825,76.96
2017-06-30,241.8,137.64,125.12,66,101.42,121.69,37.78,155.17,53.65,28.95,23.83,11.94,25.87,76
2017-06-29,241.35,137.59,125.41,66.19,101.51,121.81,37.78,155.21,53.47,29.2268,23.945,11.96,25.935,73.68
2017-06-28,243.49,140.02,126.47,66.31,101.93,122.66,38,156.43,54.01,29.7864,24.28,12.03,25.6,73.6
2017-06-27,241.33,138.03,126.89,66.33,102.065,122.55,37.92,156.41,53.77,29.2062,24.275,12.02,25.54,72.8
2017-06-26,243.29,140.58,128.26,66.38,102.24,123.45,38.02,157.65,53.9,29.85,24.465,11.96,25.22,71.44
2017-06-23,243.13,141.24,127.78,66.24,102.02,123.42,37.82,157.54,54.05,30.3,24.37,12.08,25.29,70.88
2017-06-22,242.84,140.7,127.84,65.83,101.75,123.5,37.66,157.68,54.09,30.05,24.435,12.03,25.01,70.24
2017-06-21,242.95,140.74,127.56,65.49,101.73,123.45,37.42,157.55,53.98,29.77,24.42,11.98,24.97,69.68
2017-06-20,243.01,139.36,127.3,65.75,101.93,123.35,37.54,157.34,54.06,29.35,24.45,11.95,24.605,71.6
2017-06-19,244.66,140.46,126.17,66.25,102.48,123.09,37.88,156.97,54.39,29.32,24.63,11.98,24.9825,72.96
2017-06-16,242.64,138.15,126.35,66.5,102.365,123.01,38.04,156.74,54.22,28.5291,24.425,12.07,24.68,73.92
2017-06-15,243.77,139.13,126.1,66.07,102.39,123,37.9,156.73,54,28.36,24.27,12.07,24.6625,73.44
2017-06-14,244.24,139.75,126.3,67.05,103.14,123.43,38.2,158.23,54.53,28.46,24.33,12.12,24.85,73.84
2017-06-13,244.55,140.36,124.38,66.46,102.73,123.13,38.06,157.88,54.56,28.71,24.43,12.19,24.93,76.8
2017-06-12,243.36,139.23,124.36,66.47,102.74,123.02,37.98,157.49,54.26,28.27,24.275,12.17,25.22,76.16
2017-06-09,243.41,139.98,124.4,66.41,102.75,122.75,37.9,156.75,54.09,28.826,24.525,12.2,25.35,75.92
2017-06-08,243.78,143.57,124.59,66.27,102.61,122.6,38,155.98,54.58,29.75,24.455,12.3,25.0025,75.44
2017-06-07,243.66,143.42,124.92,66.35,103.155,122.23,37.94,154.97,54.71,29.4543,24.455,12.39,24.5,75.68
2017-06-06,243.21,142.86,125.52,66.4,102.98,122.39,38.08,155.33,54.73,29.41,24.445,12.45,24.555,79.76
2017-06-05,243.99,143.43,124.84,66.38,102.8,,37.92,,54.69,29.21,24.55,12.31,24.64,78.4
2017-06-02,244.17,143.46,125.62,66.285,102.75,122.25,37.96,155.34,54.9,29.16,24.635,12.29,24.8575,78.88
2017-06-01,243.36,141.84,124.15,65.91,102.35,122.13,37.76,155.41,53.77,28.96,24.57,12.21,24.955,79.28
2017-05-31,241.44,141.29,124.4,65.71,102.16,122.26,37.76,155.95,53.29,28.35,24.455,12.2,24.7625,79.68
2017-05-30,241.5,141.34,124.09,65.64,102.35,122.32,37.62,156.09,53.29,28.14,24.5,12.14,24.67,81.92
2017-05-29,,,,,,122.35,,156.19,,,24.57,,,
2017-05-26,241.71,141.22,123.48,65.75,102.18,122.34,37.76,156.88,53.18,28.25,24.525,12.19,24.77,82.24
2017-05-25,241.76,140.97,123.27,65.89,102.225,122.09,37.62,156.79,53.15,28.61,24.565,12.09,25.05,80.32
2017-05-24,240.61,139.78,123.23,65.59,101.94,121.79,37.7,156.59,53.01,28.26,24.59,12.1,24.8075,84.8
2017-05-23,240.05,139.14,122.54,65.34,101.8,121.81,37.48,156.71,53.09,27.44,24.56,12.05,24.965,85.12
2017-05-22,239.52,139,123.37,65.1,101.825,121.73,37.44,156.41,53.02,27.35,24.495,12.12,24.94,84.32
2017-05-19,238.31,137.84,123.71,65.23,101.75,121.97,37.36,156.47,53.05,26.93,24.51,12.08,24.805,83.84
2017-05-18,236.77,137.26,123.42,64.4,101.395,121.97,36.88,156.25,52.62,26.88,24.375,12.02,24.375,82.08
2017-05-17,235.82,136.07,123.28,65.61,101.8,121.81,37.68,156.16,52.48,26.12,24.45,12.12,24.5475,81.52
2017-05-16,240.08,139.62,121.51,65.88,101.92,121.37,37.86,155.59,52.56,27.0748,24.765,11.89,24.52,80.88
2017-05-15,240.3,139.04,121.06,65.6,101.73,121.27,37.58,155.16,52.52,26.95,24.735,11.85,24.555,81.36
2017-05-12,238.98,138.6,121.39,64.95,101.73,121.48,37.34,155.22,52.37,26.711,24.695,11.81,24.275,79.6
2017-05-11,239.38,138.29,120.48,64.67,101.485,121.16,37.14,154.89,52.24,26.5685,24.63,11.77,24.18,79.52
2017-05-10,239.87,138.4,120.48,64.58,101.6,121.42,37.04,155.27,52.38,26.519,24.97,11.74,24,78.88
2017-05-09,239.44,138.32,120.62,64.32,101.505,121.27,36.82,155.02,52.62,26.27,24.93,11.73,24.1075,76.56
2017-05-08,239.66,137.84,120.63,64.42,101.67,121.51,36.92,155.31,52.79,25.69,24.815,11.8,23.9175,77.36
2017-05-05,239.7,137.54,121.29,64.68,101.66,121.66,37.18,155.87,52.77,25.76,24.855,11.82,24.375,77.28
2017-05-04,238.76,137.04,121.18,64.53,101.84,121.58,36.98,155.23,52.48,25.5,24.665,11.81,24.1175,75.68
2017-05-03,238.48,136.99,121.78,65.005,102.27,121.74,37.22,155.08,52.35,25.59,24.5,11.92,24.495,79.44
2017-05-02,238.77,137.43,121.7,64.89,102.23,121.61,37.4,154.65,52.22,25.68,24.445,12.1,25.365,79.36
2017-05-01,238.68,137.2,121.08,,,,37.22,,52.06,25.71,,12.09,,81.2
2017-04-28,238.08,135.99,122.35,64.5,102,121.66,37.34,154.98,51.86,25.17,24.29,12.21,25.135,81.92
2017-04-27,238.6,135.75,122.08,64.31,101.73,121.78,37.28,155.03,52.11,25.58,24.34,12.18,24.8575,81.92
2017-04-26,238.4,134.94,122.12,64.55,101.675,121.37,37.28,154.6,52.07,25.33,24.38,12.22,25,82.08
2017-04-25,238.55,135.13,121.45,64.8,101.665,121.42,37.48,155.07,52.01,25.02,24.285,12.16,24.9,82.88
2017-04-24,237.17,134.16,122.93,64.97,101.765,121.87,37.58,155.58,51.82,24.68,24.215,12.29,24.68,82
2017-04-21,234.59,132.56,123.54,64.3,101.45,121.61,37.28,154.79,51.46,24.34,23.675,12.37,24.58,82.56
2017-04-20,235.34,132.59,123.54,64.35,101.45,121.71,37.3,154.8,51.27,24.55,23.67,12.33,24.6275,84.32
2017-04-19,233.44,131.49,124.02,64.26,101.495,121.73,37.14,154.74,50.96,24.3,23.635,12.31,24.515,84.96
2017-04-18,233.87,131.28,124.7,64.5,101.52,121.87,37.34,154.96,50.99,24.16,23.58,12.41,24.4575,88.32
2017-04-17,234.57,131.48,123.09,,,,37.26,,51.15,23.9864,,12.35,,88.48
2017-04-13,232.51,130.4,123.47,64.1,101.44,121.62,37.02,154.45,50.61,23.8498,23.85,12.4,24.9125,89.04
2017-04-12,234.03,130.92,123.09,63.88,101.47,121.69,37.08,154.68,51.04,23.8157,23.95,12.34,24.6,88.88
